timestamp,value1,value2
0.0,1.0,0.0
0.001,0.9999995000000417,0.0009999998333333332
0.002,0.9999980000006666,0.0019999986666669163
0.003,0.999995500003375,0.002999995500002
0.004,0.9999920000106667,0.003999989333341833
0.005,0.9999875000260416,0.0049999791666926665
0.006,0.999982000054,0.00599996400006475
0.007,0.9999755001000415,0.006999942833473333
0.008,0.9999680001706663,0.007999914666939667
0.009000000000000001,0.9999595002733743,0.008999878500492
0.010000000000000002,0.9999500004166654,0.009999833334166581
0.011000000000000003,0.9999395006100393,0.010999778168008663
0.012000000000000004,0.999928000863996,0.011999712002073493
0.013000000000000005,0.9999155011900351,0.012999633836427322
0.014000000000000005,0.9999020016006563,0.013999542671148396
0.015000000000000006,0.9998875021093593,0.014999437506327967
0.016000000000000007,0.9998720027306435,0.01599931734207128
0.017000000000000008,0.9998555034800083,0.016999181178498586
0.01800000000000001,0.9998380043739529,0.01799902801574613
0.01900000000000001,0.9998195054299764,0.01899885685396716
0.02000000000000001,0.9998000066665779,0.019998666693332917
0.02100000000000001,0.999779508103256,0.020998456534033646
0.022000000000000013,0.9997580097605093,0.02199822537627959
0.023000000000000013,0.9997355116598362,0.022997972220301994
0.024000000000000014,0.9997120138237348,0.02399769606635409
0.025000000000000015,0.9996875162757027,0.024997395914712124
0.026000000000000016,0.9996620190402378,0.025997070765676325
0.027000000000000017,0.999635522142837,0.026996719619571927
0.028000000000000018,0.9996080256099975,0.027996341476750158
0.02900000000000002,0.9995795294692157,0.028995935337589245
0.03000000000000002,0.9995500337489877,0.02999550020249541
0.03100000000000002,0.9995195384788091,0.030995035071903876
0.03200000000000002,0.9994880436891754,0.03199453894627985
0.03300000000000002,0.9994555494115813,0.032994010826119545
0.03400000000000002,0.9994220556785212,0.03399344971195116
0.035000000000000024,0.9993875625234886,0.0349928546043359
0.036000000000000025,0.9993520699809768,0.03599222450386895
0.037000000000000026,0.9993155780864783,0.03699155841118049
0.03800000000000003,0.999278086876485,0.03799085532693671
